"SAMPLE_ID","STATION_ID","DEPTH","DATE","CELL","NGVD29","COLLECT_METHOD","MATRIX","Position","ALKALINITY, TOT, CACO3","AMMONIA-N","CALCIUM","CARBON, DISSOLVED ORGANIC","CHLORIDE","CHLOROPHYLL-A(LC)","CHLOROPHYLL-B (LC)","DEPTH, TOTAL","DISSOLVED OXYGEN","HARDNESS AS CACO3","MAGNESIUM","NITRATE+NITRITE-N","NO BOTTLE SAMPLE","PH, FIELD","PHEOPHYTIN-A(LC)","PHOSPHATE, DISSOLVED AS P","PHOSPHATE, ORTHO AS P","PHOSPHATE, TOTAL AS P","POTASSIUM","SODIUM","SP CONDUCTIVITY, FIELD","SULFATE","TEMP","TOTAL NITROGEN","TOTAL SUSPENDED SOLIDS","TURBIDITY","VOLATILE SUSPENDED SOLIDS","Name","PHOSPHATE, PARTICULATE AS P","PHOSPHATE,DISSOLVED ORGANIC AS P","NA:CL","K:CL","CA:CL","SO4:CL","MG:CL","CA+MG","NA+K","CL+SO4","BICARBONATE","Ionic Strength","Cation Total meq","Anion Total meq","Cation/Anion"
"P111228-10","L8CELL4",16.4,2019-10-30,"L8CELL4",-37.465776,"G","SW","Bottom",202,0.05,74.2,22,160,NA,NA,16.91,0.11,266.2,19.7,0.649,NA,7.6,NA,0.083,0.074,0.104,7.7,108.5,1164,81.8,27.7,2.07,-3,NA,NA,"L8CELL4",0.021,0.00900000000000001,0.678125,0.048125,0.46375,0.51125,0.123125,93.9,116.2,241.8,403.999999602778,17.169,10.2426782654662,10.2548860276535,0.999
"P111228-11","L8CELL5",0.5,2019-10-30,"L8CELL5",14.69958,"G","SW","Top",190,0.022,68.2,21.3,138,NA,NA,16.81,6.92,244.6,18.1,0.63,NA,8.1,NA,0.057,0.047,0.074,7.4,91.2,1022,72.1,28.7,2.02,-3,NA,NA,"L8CELL5",0.017,0.01,0.660869565217391,0.0536231884057971,0.494202898550725,0.522463768115942,0.131159420289855,86.3,98.6,210.1,379.999998749888,15.0745,9.049885347786,9.19243249549044,0.984
"P111228-12","L8CELL5",8.4,2019-10-30,"L8CELL5",-11.219056,"G","SW","Mid",182,0.024,71.4,21.4,145,NA,NA,16.81,3.75,255,18.6,0.708,NA,7.8,NA,0.068,0.059,0.078,7.5,98.2,1066,75.4,27.9,2.05,-4,NA,NA,"L8CELL5",0.01,0.00900000000000001,0.677241379310345,0.0517241379310345,0.492413793103448,0.52,0.128275862068966,90,105.7,220.4,363.999999371264,15.7235,9.55786319080016,9.29866474096539,1.028
"P111228-13","L8CELL5",16.3,2019-10-30,"L8CELL5",-37.137692,"G","SW","Bottom",202,0.026,77.1,22,166,NA,NA,16.81,0.19,277.7,20.7,0.652,NA,7.6,NA,0.074,0.064,0.1,8,116.5,1186,86.1,27.7,2.06,-3,NA,NA,"L8CELL5",0.026,0.01,0.701807228915663,0.0481927710843374,0.464457831325301,0.518674698795181,0.124698795180723,97.8,124.5,252.1,403.999999602778,17.4935,10.8239942165562,10.5136658746403,1.03
"P111228-14","L8CELL6",0.5,2019-10-30,"L8CELL6",14.69958,"G","SW","Top",199,0.024,71.2,22.3,137,NA,NA,16.29,6.31,254.4,18.6,0.655,NA,8,NA,0.067,0.056,0.084,7.7,91.8,1035,70.5,28.6,2.1,-3,NA,NA,"L8CELL6",0.017,0.011,0.67007299270073,0.0562043795620438,0.51970802919708,0.514598540145985,0.135766423357664,89.8,99.5,207.5,397.999999005569,15.26625,9.27460422586538,9.31083926655536,0.996
"P111228-15","L8CELL6",8.15,2019-10-30,"L8CELL6",-10.398846,"G","SW","Mid",215,0.025,76.5,23.6,140,NA,NA,16.29,3.34,274,20.1,0.728,NA,7.5,NA,0.085,0.076,0.098,8.4,96.5,1071,69.8,28,2.28,-3,NA,NA,"L8CELL6",0.013,0.00900000000000001,0.689285714285714,0.06,0.546428571428571,0.498571428571429,0.143571428571429,96.6,104.9,209.8,429.999999684331,15.79725,9.88488514267272,9.70076332742441,1.019
"P111228-16","L8CELL6",15.8,2019-10-30,"L8CELL6",-35.497272,"G","SW","Bottom",218,0.049,76.3,23.4,153,NA,NA,16.29,1.03,273.8,20.2,0.727,NA,7.4,NA,0.113,0.106,0.132,8.8,105.6,1124,71.3,27.8,2.32,-3,NA,NA,"L8CELL6",0.019,0.00700000000000001,0.690196078431373,0.057516339869281,0.498692810457516,0.466013071895425,0.13202614379085,96.5,114.4,224.3,435.999999749164,16.579,10.2905342889294,10.1586834992112,1.013
"P111228-17","L8CELL7",0.5,2019-10-30,"L8CELL7",14.69958,"G","SW","Top",193,0.024,72.3,21.6,136,NA,NA,16.4,7.14,258,18.8,0.623,NA,7.1,NA,0.057,0.047,0.078,7.8,95.1,1015,70.6,28.8,2.08,-3,NA,NA,"L8CELL7",0.021,0.01,0.699264705882353,0.0573529411764706,0.531617647058824,0.519117647058823,0.138235294117647,91.1,102.9,206.6,385.999999874196,14.97125,9.49205303802584,9.16476053471547,1.036
"P111228-18","L8CELL7",8.2,2019-10-30,"L8CELL7",-10.562888,"G","SW","Mid",209,0.028,76.5,22.9,139,NA,NA,16.4,3.41,272,19.7,0.736,NA,7.7,NA,0.083,0.074,0.095,8.2,97.7,1061,70.1,28,2.23,-3,NA,NA,"L8CELL7",0.012,0.00900000000000001,0.702877697841727,0.0589928057553957,0.550359712230216,0.50431654676259,0.141726618705036,96.2,105.9,209.1,417.999999500215,15.64975,9.89922696901667,9.55884865971111,1.036
"P111228-19","L8CELL7",15.9,2019-10-30,"L8CELL7",-35.825356,"G","SW","Bottom",204,0.069,75.5,22.4,157,NA,NA,16.4,0.49,269.7,19.7,0.668,NA,7.5,NA,0.093,0.082,0.112,7.8,108.1,1131,78.8,27.7,2.16,-3,NA,NA,"L8CELL7",0.019,0.011,0.688535031847134,0.0496815286624204,0.480891719745223,0.501910828025478,0.125477707006369,95.2,115.9,235.8,407.999999684331,16.68225,10.2937597172592,10.1477828380196,1.014
"P111228-2","L8CELL12",0.5,2019-10-30,"L8CELL12",14.69958,"G","SW","Top",190,0.017,71.9,20.7,139,NA,NA,17.2,6.38,257,18.8,0.646,NA,8.1,NA,0.062,0.05,0.072,7.7,96.3,1025,72.6,28.6,2.05,-4,NA,NA,"L8CELL12",0.01,0.012,0.692805755395683,0.0553956834532374,0.51726618705036,0.522302158273381,0.135251798561151,90.7,104,211.6,379.999998749888,15.11875,9.52134624303465,9.23105140051777,1.031
"P111228-20","L8FEBIN",0.5,2019-10-30,"L8FEBIN",14.69958,"G","SW","Top",204,0.029,72.5,22.8,138,NA,NA,13.11,5.94,259.1,18.9,0.668,NA,7.9,NA,0.072,0.06,0.088,7.9,93.2,1041,70.5,28.5,2.17,-3,NA,NA,"L8FEBIN",0.016,0.012,0.67536231884058,0.0572463768115942,0.52536231884058,0.510869565217391,0.13695652173913,91.4,101.1,208.5,407.999999209189,15.35475,9.43044664391754,9.43900802725983,0.999
"P111228-21","L8FEBOUT",0.5,2019-10-30,"L8FEBOUT",14.69958,"G","SW","Top",190,0.021,70.5,21,141,NA,NA,18.15,6.65,252.1,18.5,0.629,NA,8.1,NA,0.056,0.047,0.07,7.4,96.5,1038,73.8,28.9,1.99,-4,NA,NA,"L8FEBOUT",0.014,0.009,0.684397163120567,0.0524822695035461,0.5,0.523404255319149,0.131205673758865,89,103.9,214.8,379.999998749888,15.3105,9.42805368290636,9.31245327469901,1.012
"P111228-3","L8CELL12",8.6,2019-10-30,"L8CELL12",-11.875224,"G","SW","Mid",195,0.022,71.5,21.2,152,NA,NA,16.7,4.18,256.8,19,0.685,NA,7.9,NA,0.065,0.056,0.073,7.5,102,1092,79.4,27.9,2.03,-3,NA,NA,"L8CELL12",0.00799999999999999,0.009,0.671052631578947,0.0493421052631579,0.470394736842105,0.522368421052632,0.125,90.5,109.5,231.4,389.999999209189,16.107,9.76094705419819,9.83930327805653,0.992
"P111228-4","L8CELL12",16.7,2019-10-30,"L8CELL12",-38.450028,"G","SW","Bottom",196,0.083,79.9,22.5,172,NA,NA,17.2,0.15,287.5,21.4,0.552,NA,7.6,NA,0.078,0.069,0.106,8,123,1222,88.5,27.7,2.06,3,NA,NA,"L8CELL12",0.028,0.00899999999999999,0.715116279069767,0.0465116279069767,0.46453488372093,0.51453488372093,0.124418604651163,101.3,131,260.5,391.999999602778,18.0245,11.3072079861875,10.6129350932322,1.065
"P111228-5","L8CELL3",0.5,2019-10-30,"L8CELL3",14.69958,"G","SW","Top",173,0.025,72.5,20.6,141,NA,NA,17.44,6.95,259.5,19,0.621,NA,8.2,NA,0.056,0.045,0.07,7.7,98.9,1037,73.6,28.9,2,-3,NA,NA,"L8CELL3",0.014,0.011,0.701418439716312,0.0546099290780142,0.514184397163121,0.521985815602837,0.134751773049645,91.5,106.6,214.6,345.99999842905,15.29575,9.68128154886199,8.96842515619418,1.079
"P111228-6","L8CELL3",8.7,2019-10-30,"L8CELL3",-12.203308,"G","SW","Mid",194,0.021,73.2,22.8,152,NA,NA,17.44,4.46,261.6,19.1,0.677,NA,7.9,NA,0.064,0.054,0.072,7.6,104,1088,79,27.9,2.01,-3,NA,NA,"L8CELL3",0.00799999999999999,0.01,0.684210526315789,0.05,0.481578947368421,0.519736842105263,0.125657894736842,92.3,111.6,231,387.999999209189,16.048,9.94350469942197,9.81098314660464,1.014
"P111228-7","L8CELL3",16.9,2019-10-30,"L8CELL3",-39.106196,"G","SW","Bottom",203,0.02,78.3,22,170,NA,NA,17.44,0.6,281.5,20.9,0.653,NA,7.7,NA,0.067,0.058,0.08,7.9,119.2,1220,88,27.8,2.04,-3,NA,NA,"L8CELL3",0.013,0.009,0.701176470588235,0.0464705882352941,0.460588235294118,0.517647058823529,0.122941176470588,99.2,127.1,258,405.999999500215,17.995,11.0148859076281,10.686051465885,1.031
"P111228-8","L8CELL4",0.5,2019-10-30,"L8CELL4",14.69958,"G","SW","Top",185,0.02,72.2,21,138,NA,NA,16.91,7.43,257.8,18.8,0.595,NA,8.2,NA,0.054,0.041,0.073,7.7,96.3,1019,71.9,28.9,2.01,-3,NA,NA,"L8CELL4",0.019,0.013,0.697826086956522,0.0557971014492754,0.523188405797101,0.521014492753623,0.136231884057971,91,104,209.9,369.99999842905,15.03025,9.53648260925116,9.08830841537025,1.049
"P111228-9","L8CELL4",8.45,2019-10-30,"L8CELL4",-11.383098,"G","SW","Mid",204,0.02,74.7,22.2,141,NA,NA,16.91,3.17,267.4,19.6,0.743,NA,7.7,NA,0.083,0.072,0.096,8.1,97.8,1061,71.1,27.9,2.18,-3,NA,NA,"L8CELL4",0.013,0.011,0.693617021276596,0.0574468085106383,0.529787234042553,0.504255319148936,0.139007092198582,94.3,105.9,212.1,407.999999500215,15.64975,9.80252842084122,9.53612645377217,1.028
"P111229-10","L8CELL4",15.3,2019-12-12,"L8CELL4",-36.726852,"G","SW","Bottom",207,0.023,77.2,23.8,150,NA,NA,15.8,6.27,277,20.4,0.669,NA,8.1,NA,0.07,0.062,0.1,8.2,102.4,1020,77,22.3,2.06,4,NA,NA,"L8CELL4",0.03,0.00800000000000001,0.682666666666667,0.0546666666666667,0.514666666666667,0.513333333333333,0.136,97.6,110.6,227,413.999998749888,15.045,10.1959150052838,9.97282105750041,1.022
"P111229-11","L8CELL5",0.5,2019-12-12,"L8CELL5",11.82958,"G","SW","Top",205,0.019,75.6,22.8,150,NA,NA,15.8,7.38,271.4,20,0.644,NA,8.2,NA,0.065,0.057,0.081,7.9,101,1018,77.2,22.9,2.02,-3,NA,NA,"L8CELL5",0.016,0.008,0.673333333333333,0.0526666666666667,0.504,0.514666666666667,0.133333333333333,95.6,108.9,227.2,409.99999842905,15.0155,10.0143733509892,9.93700111522955,1.008
"P111229-12","L8CELL5",7.65,2019-12-12,"L8CELL5",-11.628426,"G","SW","Mid",205,0.019,75.7,23.1,149,NA,NA,15.8,6.46,271.3,20,0.672,NA,8,NA,0.068,0.061,0.086,7.9,100.7,1019,76.8,22.3,2.05,-3,NA,NA,"L8CELL5",0.018,0.00700000000000001,0.675838926174497,0.0530201342281879,0.508053691275168,0.515436241610738,0.134228187919463,95.7,108.6,225.8,409.999999005569,15.03025,10.0063136515182,9.90046424226552,1.011
"P111229-13","L8CELL5",15.3,2019-12-12,"L8CELL5",-36.726852,"G","SW","Bottom",205,0.022,75,23.1,150,NA,NA,15.8,6.08,269.7,20,0.664,NA,8,NA,0.068,0.061,0.093,7.9,100.2,1020,77.3,22.2,2.05,-3,NA,NA,"L8CELL5",0.025,0.00700000000000001,0.668,0.0526666666666667,0.5,0.515333333333333,0.133333333333333,95,108.1,227.3,409.999999005569,15.045,9.94980028574889,9.93908314729285,1.001
"P111229-14","L8CELL6",0.5,2019-12-12,"L8CELL6",11.82958,"G","SW","Top",208,0.021,76.1,23.4,150,NA,NA,15.4,7.54,274.1,20.4,0.641,NA,8,NA,0.067,0.059,0.083,8.1,100.8,1019,76.7,22.8,2.07,-3,NA,NA,"L8CELL6",0.016,0.00800000000000001,0.672,0.054,0.507333333333333,0.511333333333333,0.136,96.5,108.9,226.7,415.999999005569,15.03025,10.0687578664429,9.98656696450925,1.008
"P111229-15","L8CELL6",7.5,2019-12-12,"L8CELL6",-11.1363,"G","SW","Mid",208,0.02,76.8,23.8,148,NA,NA,15.4,7.33,276,20.4,0.649,NA,8.1,NA,0.067,0.061,0.081,8.2,101.6,1019,75.6,22.7,2.05,-3,NA,NA,"L8CELL6",0.014,0.00600000000000001,0.686486486486486,0.0554054054054054,0.518918918918919,0.510810810810811,0.137837837837838,97.2,109.8,223.6,415.999998749888,15.03025,10.1409893672911,9.90724712239129,1.024
"P111229-16","L8CELL6",14.9,2019-12-12,"L8CELL6",-35.414516,"G","SW","Bottom",210,0.028,76.4,23.7,149,NA,NA,15.4,5.74,274.7,20.4,0.667,NA,8,NA,0.073,0.064,0.098,8.1,100.6,1024,75.6,22.3,2.11,4,NA,NA,"L8CELL6",0.025,0.00899999999999999,0.675167785234899,0.0543624161073826,0.512751677852349,0.50738255033557,0.136912751677852,96.8,108.7,224.6,419.999999005569,15.104,10.075416161487,9.9754398734996,1.01
"P111229-17","L8CELL7",0.5,2019-12-12,"L8CELL7",11.82958,"G","SW","Top",206,0.019,75.5,23.6,149,NA,NA,15.5,8.02,271.3,20.1,0.613,NA,8.2,NA,0.061,0.052,0.082,8,100.4,1016,76.2,23.2,2.06,-3,NA,NA,"L8CELL7",0.021,0.009,0.673825503355705,0.0536912751677852,0.506711409395973,0.511409395973154,0.13489932885906,95.6,108.4,225.2,411.99999842905,14.986,9.99406850397467,9.90796405308448,1.009
"P111229-18","L8CELL7",7.5,2019-12-12,"L8CELL7",-11.1363,"G","SW","Mid",208,0.018,75.4,23.3,149,NA,NA,15.5,6.01,270.7,20,0.668,NA,8.1,NA,0.07,0.064,0.08,8,99.6,1020,75.7,22.5,2.06,-3,NA,NA,"L8CELL7",0.01,0.00600000000000001,0.668456375838926,0.0536912751677852,0.506040268456376,0.508053691275168,0.134228187919463,95.4,107.6,224.7,415.999998749888,15.045,9.94599672970248,9.93753789916545,1.001
"P111229-19","L8CELL7",15,2019-12-12,"L8CELL7",-35.7426,"G","SW","Bottom",209,0.027,76.8,23.2,149,NA,NA,15.5,6.01,275.6,20.3,0.67,NA,8,NA,0.072,0.066,0.099,8.1,101.1,1022,75.9,22.3,2.1,4,NA,NA,"L8CELL7",0.027,0.00599999999999999,0.678523489932886,0.0543624161073826,0.515436241610738,0.509395973154362,0.136241610738255,97.1,109.2,224.9,417.999999005569,15.0745,10.1088432712164,9.96169396649076,1.015
"P111229-2","L8CELL12",0.5,2019-12-12,"L8CELL12",11.82958,"G","SW","Top",204,0.019,75.2,22.4,150,NA,NA,16.1,7.58,269.8,19.9,0.636,NA,8.2,NA,0.063,0.055,0.079,8,101.7,1018,77.9,23.1,2.04,-3,NA,NA,"L8CELL12",0.016,0.008,0.678,0.0533333333333333,0.501333333333333,0.519333333333333,0.132666666666667,95.1,109.7,227.9,407.99999842905,15.0155,10.0191930941944,9.93158333647389,1.009
"P111229-20","L8FEBIN",0.5,2019-12-12,"L8FEBIN",11.82958,"G","SW","Top",172,0.069,59.6,18.1,NA,NA,NA,NA,7.03,208.1,14.4,0.382,NA,7.7,NA,0.052,NA,0.099,6.7,62.6,722,NA,22.3,1.72,10,NA,NA,"L8FEBIN",0.047,NA,NA,NA,NA,NA,NA,74,69.3,NA,343.999999500215,10.6495,7.05697155055767,NA,NA
"P111229-21","L8FEBOUT",0.5,2019-12-12,"L8FEBOUT",11.82958,"G","SW","Top",204,0.02,75.7,23.4,150,NA,NA,16.4,7.85,271.6,20.1,0.629,NA,8.2,NA,0.064,0.057,0.076,8,101.2,1017,76.7,23.3,2.01,-3,NA,NA,"L8FEBOUT",0.012,0.007,0.674666666666667,0.0533333333333333,0.504666666666667,0.511333333333333,0.134,95.8,109.2,226.7,407.99999842905,15.00075,10.0389032311563,9.90659895171436,1.013
"P111229-3","L8CELL12",7.8,2019-12-12,"L8CELL12",-12.120552,"G","SW","Mid",203,0.018,75.6,22.8,150,NA,NA,16.1,6.36,270.1,19.8,0.666,NA,8,NA,0.066,0.061,0.084,7.9,102.4,1020,77.6,22.3,2.02,-3,NA,NA,"L8CELL12",0.018,0.005,0.682666666666667,0.0526666666666667,0.504,0.517333333333333,0.132,95.4,110.3,227.6,405.999999005569,15.045,10.0587624721207,9.90534523708529,1.015
"P111229-4","L8CELL12",15.6,2019-12-12,"L8CELL12",-37.711104,"G","SW","Bottom",204,0.028,75.9,23,150,NA,NA,16.1,5.94,271.3,19.8,0.66,NA,8,NA,0.067,0.06,0.106,7.8,103.1,1020,77.8,22.2,2.04,4,NA,NA,"L8CELL12",0.039,0.00700000000000001,0.687333333333333,0.052,0.506,0.518666666666667,0.132,95.7,110.9,227.8,407.999999005569,15.045,10.1021786870372,9.9295013044106,1.017
"P111229-5","L8CELL3",0.5,2019-12-12,"L8CELL3",11.82958,"G","SW","Top",203,0.026,73.9,22.6,150,NA,NA,16.5,7.91,265.4,19.6,0.629,NA,8.2,NA,0.061,0.054,0.079,7.8,100.3,1017,77.4,23.4,1.95,-3,NA,NA,"L8CELL3",0.018,0.007,0.668666666666667,0.052,0.492666666666667,0.516,0.130666666666667,93.5,108.1,227.4,405.99999842905,15.00075,9.8640159014873,9.9011811729587,0.996
"P111229-6","L8CELL3",8,2019-12-12,"L8CELL3",-12.77672,"G","SW","Mid",203,0.019,75.7,22.6,151,NA,NA,16.5,6.73,271.8,20.1,0.66,NA,8.1,NA,0.065,0.058,0.08,8,102.4,1019,77.8,22.5,1.99,-4,NA,NA,"L8CELL3",0.015,0.007,0.678145695364238,0.0529801324503311,0.501324503311258,0.51523178807947,0.133112582781457,95.8,110.4,228.8,405.999998749888,15.03025,10.091046673435,9.93771804592274,1.015
"P111229-7","L8CELL3",16,2019-12-12,"L8CELL3",-39.02344,"G","SW","Bottom",204,0.03,76.5,22.7,150,NA,NA,16.5,6.07,273,19.9,0.666,NA,8,NA,0.068,0.06,0.112,7.9,103.2,1021,77.6,22.2,2.01,3,NA,NA,"L8CELL3",0.044,0.00800000000000001,0.688,0.0526666666666667,0.51,0.517333333333333,0.132666666666667,96.4,111.1,227.6,407.999999005569,15.05975,10.1473641959732,9.92533724028401,1.022
"P111229-8","L8CELL4",0.5,2019-12-12,"L8CELL4",11.82958,"G","SW","Top",205,0.017,76.1,22.9,149,NA,NA,15.8,7.85,273.2,20.2,0.624,NA,8.2,NA,0.063,0.055,0.082,8.1,101.6,1017,76.6,23.1,2.02,-3,NA,NA,"L8CELL4",0.019,0.008,0.681879194630872,0.0543624161073826,0.510738255033557,0.514093959731544,0.135570469798658,96.3,109.7,225.6,409.99999842905,15.00075,10.0868812423761,9.89630017813893,1.019
"P111229-9","L8CELL4",7.65,2019-12-12,"L8CELL4",-11.628426,"G","SW","Mid",207,0.019,75.8,23.1,149,NA,NA,15.8,7.85,272.6,20.2,0.669,NA,8.1,NA,0.069,0.062,0.083,8.1,100.9,1020,76.5,22.4,2.05,-3,NA,NA,"L8CELL4",0.014,0.00700000000000001,0.677181208053691,0.0543624161073826,0.508724832214765,0.513422818791946,0.135570469798658,96,109,225.5,413.999998749888,15.045,10.0415727080476,9.93420215247308,1.011
"P113983-1","L8CELL6",0.5,2020-04-14,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P113983-10","L8CELL6",0.5,2020-04-14,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P113983-11","L8CELL6",0.5,2020-04-14,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P113983-2","L8CELL6",0.5,2020-04-14,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P113983-25","L8CELL6",NA,2020-04-14,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P113983-26","L8CELL6",NA,2020-04-14,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P113983-27","L8CELL6",NA,2020-04-14,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P113983-28","L8CELL6",NA,2020-04-14,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P113983-29","L8CELL6",NA,2020-04-14,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P113983-3","L8CELL6",0.5,2020-04-14,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P113983-30","L8CELL6",NA,2020-04-14,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P113983-31","L8CELL6",NA,2020-04-14,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P113983-32","L8CELL6",NA,2020-04-14,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P113983-33","L8CELL6",NA,2020-04-14,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P113983-34","L8CELL6",NA,2020-04-14,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P113983-35","L8CELL6",NA,2020-04-14,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P113983-4","L8CELL6",0.5,2020-04-14,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P113983-5","L8CELL6",0.5,2020-04-14,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P113983-6","L8CELL6",0.5,2020-04-14,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P113983-7","L8CELL6",0.5,2020-04-14,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P113983-8","L8CELL6",0.5,2020-04-14,"L8CELL6",NA,"ADT","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L8CELL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
